All,Semua
"A reversal has occurred on this transaction due to a complaint about the transaction from your customer.","Pembalikan terjadi pada transaksi ini karena ada keluhan tentang transaksi dari pelanggan Anda."
"A reversal has occurred on this transaction because you have given the customer a refund.","Pembalikan terjadi pada transaksi ini karena Anda telah memberikan pengembalian dana kepada pelanggan."
"Reversal of an adjustment.","Pembalikan penyesuaian."
"Transaction reversal due to fraud detected by PayPal administrators.","Pembalikan transaksi karena kecurangan yang terdeteksi oleh administrator PayPal."
"Transaction reversal by PayPal administrators.","Pembalikan transaksi oleh administrator PayPal."
"Reimbursement for a chargeback.","Penggantian tolak bayar."
"Settlement of a chargeback.","Penyelesaian tagihan balik."
"A reversal has occurred on this transaction because of a customer dispute suspecting unauthorized spoof.","Sebuah pembalikan terjadi pada transaksi ini karena adanya perselisihan pelanggan yang mencurigai adanya spoof yang tidak sah."
"Buyer claims that he did not receive goods or service.","Pembeli mengklaim bahwa ia tidak menerima barang atau jasa."
"Buyer claims that the goods or service received differ from merchant’s description of the goods or service.","Pembeli mengklaim bahwa barang atau jasa yang diterima berbeda dari deskripsi pedagang tentang barang atau jasa."
"Buyer claims that he/she did not authorize transaction.","Pembeli mengklaim bahwa dia tidak memberi otorisasi transaksi."
"A case that has been resolved and close requires a reimbursement.","Kasus yang telah diselesaikan dan ditutup memerlukan penggantian."
"Buyer claims that a possible duplicate payment was made to the merchant.","Pembeli mengklaim bahwa pembayaran duplikat yang mungkin dilakukan ke pedagang."
"Buyer claims that the received merchandise is unsatisfactory, defective, or damaged.","Pembeli mengklaim bahwa barang dagangan yang diterima tidak memuaskan, cacat, atau rusak."
"Unknown reason. Please contact PayPal customer service.","Alasan yang tidak diketahui. Silahkan hubungi layanan pelanggan PayPal."
"Payer ID","ID pembayar"
"Payer Email","Email Pembayar"
"Payer Status","Status Payer"
"Payer Address ID","ID Alamat Pembayar"
"Payer Address Status","Status Alamat Pembayar"
"Merchant Protection Eligibility","Kelayakan Perlindungan Merchant"
"Triggered Fraud Filters","Pemicu Penipuan Filter"
"Last Correlation ID","ID Korelasi Terakhir"
"Address Verification System Response","Respon Sistem Verifikasi Alamat"
"CVV2 Check Result by PayPal","CVV2 Cek Hasil oleh PayPal"
"AVS Street Match","Pertandingan Jalan AVS"
"International AVS response","Tanggapan AVS internasional"
"Buyer's Tax ID","ID Pajak Pembeli"
"Buyer's Tax ID Type","Jenis ID Pajak Pembeli"
Chargeback,"Tagihan balik"
Complaint,Keluhan
Dispute,Perselisihan
"Matched Address only (no ZIP)","Alamat yang Cocok saja (tidak ada ZIP)"
"Matched Address only (no ZIP) International","Alamat yang Cocok saja (tidak ada ZIP) Internasional"
"No Details matched","Tidak ada Detail yang cocok"
"No Details matched. International","Tidak ada Detail yang cocok. Internasional"
"Exact Match.","Benar-benar cocok."
"Exact Match. Address and Postal Code. International","Benar-benar cocok. Alamat dan Kode Pos. Internasional"
"Exact Match. Address and Postal Code. UK-specific","Benar-benar cocok. Alamat dan Kode Pos. Khusus Inggris"
"N/A. Not allowed for MOTO (Internet/Phone) transactions","N / A. Tidak diizinkan untuk transaksi MOTO (Internet / Telepon)"
"N/A. Global Unavailable","N / A. Global tidak tersedia"
"N/A. International Unavailable","N / A. Internasional tidak tersedia"
"Matched five-digit ZIP only (no Address)","Cocok untuk lima digit ZIP saja (tanpa Alamat)"
"Matched Postal Code only (no Address)","Kode Pos yang Cocok saja (tanpa Alamat)"
"N/A. Retry","N/A. Mencoba kembali"
"N/A. Service not Supported","N/A. Layanan tidak didukung"
"N/A. Unavailable","N/A. Tidak tersedia"
"Matched whole nine-digit ZIP (no Address)","Cocokkan angka sembilan digit ZIP (no Address)"
"Yes. Matched Address and five-digit ZIP","Ya. Alamat yang Cocok dan lima digit ZIP"
"All the address information matched","Semua informasi alamat cocok"
"None of the address information matched","Tidak ada informasi alamat yang cocok"
"Part of the address information matched","Bagian dari informasi alamat cocok"
"N/A. The merchant did not provide AVS information","N / A. Pedagang itu tidak memberikan informasi AVS"
"N/A. Address not checked, or acquirer had no response. Service not available","N / A. Alamat yang tidak diperiksa, atau acquirer tidak mendapat respon. Layanan tidak tersedia"
"Matched (CVV2CSC)","Cocok (CVV2CSC)"
"No match","Tidak cocok"
"N/A. Not processed","N/A. Tidak diproses"
"N/A. Service not supported","N/A. Layanan tidak didukung"
"N/A. Service not available","N/A. Layanan tidak tersedia"
"N/A. No response","N/A. Tidak ada respon"
"Matched (CVV2)","Cocok (CVV2)"
"N/A. The merchant has not implemented CVV2 code handling","N / A. Pedagang tersebut belum menerapkan penanganan kode CVV2"
"Note: %1","Catatan: %1"
"IPN ""%1"". Case type ""%2"". Case ID ""%3"" %4","IPN ""% 1"". Tipe kasus ""% 2"". ID kasus ""% 3""% 4"
"IPN ""%1"". A dispute has been resolved and closed. %2 Transaction amount %3.","IPN ""%1"". Sebuah perselisihan telah diselesaikan dan ditutup. %2 Jumlah transaksi %3."
"You notified customer about invoice #%1.","Anda memberi tahu pelanggan tentang faktur #%1."
"We cannot cancel this order.","Kami tidak dapat membatalkan pesanan ini."
"IPN ""%1"". %2 Transaction amount %3. Transaction ID: ""%4""","IPN ""% 1"". % 2 Jumlah transaksi% 3. Nomor Transaksi: ""% 4"""
"You notified customer about creditmemo #%1.","Anda memberi tahu pelanggan tentang creditmemo #% 1."
"Payflow PNREF: #%1.","Payflow PNREF: #% 1."
"Unable to fetch transaction details.","Tidak dapat mengambil detail transaksi."
"Invalid method %1::%2","Metode tidak valid% 1::% 2"
"Transaction has been declined","Transaksi telah ditolak"
"We cannot send the new order email.","Kami tidak dapat mengirim email pesanan baru."
"Payment error. %value was not found.","Kesalahan pembayaran. % nilai tidak ditemukan."
"You need an authorization transaction to void.","Anda memerlukan transaksi otorisasi untuk membatalkan."
"We can't issue a refund transaction because there is no capture transaction.","Kami tidak dapat mengeluarkan transaksi pengembalian dana karena tidak ada transaksi tangkapan."
"We cannot create a target file for reading reports.","Kami tidak dapat membuat file target untuk membaca laporan."
"Report Date","Tanggal laporan"
"Merchant Account","Akun Pedagang"
"Invoice ID","ID faktur"
"PayPal Reference ID","ID referensi PayPal"
"PayPal Reference ID Type","Jenis ID Referensi PayPal"
"Event Code","Kode acara"
"Finish Date","Tanggal Akhir"
"Debit or Credit","Debet atau Kredit"
"Gross Amount","Jumlah bruto"
"Fee Debit or Credit","Debit Biaya atau Kredit"
"Fee Amount","Jumlah biaya"
"Preapproved Payment ID","Nomor pembayaran yang telah disetujui sebelumnya"
"Subscription ID","ID berlangganan"
Debit,Debet
"ACH Deposit (Hold for Dispute or Other Investigation)","Deposito ACH (Bertahan untuk Sengketa atau Investigasi Lainnya)"
"ACH Deposit (Reversal)","Deposito ACH (Pembalikan)"
"ACH Funding for Funds Recovery from Account Balance","Pendanaan ACH untuk Pemulihan Dana dari Saldo Rekening"
"ACH Withdrawal","Penarikan ACH"
"Account-to-Account Payment, initiated by PayPal","Account-to-Account Payment, yang diprakarsai oleh PayPal"
"Auction Payment other than through eBay","Pembayaran Lelang selain melalui eBay"
"Available Balance","Saldo Tersedia"
"Balance Manager Account Bonus","Bonus Akun Pengelola Saldo"
"Bonus for first ACH Use","Bonus untuk penggunaan ACH pertama"
"Buyer Credit Payment","Pembayaran Kredit Pembeli"
"Coupon Redemption","Penebusan Kupon"
"Currency Conversion required to cover negative balance","Konversi Mata Uang diperlukan untuk menutupi saldo negatif"
"Debit Card Transaction","Transaksi Kartu Debit"
"Direct Payment API","API Pembayaran Langsung"
"EFT Funding (German banking)","EFT Funding (perbankan Jerman)"
"Express Checkout APIs","API Checkout Ekspres"
"Fee: Foreign ACH Withdrawal","Biaya: Penarikan ACH Asing"
"Fee: Mass Pay Request","Biaya: Permintaan Bayar Massal"
"Fee: WorldLink Check Withdrawal","Biaya: WorldLink Check Withdrawal"
"General (Authorization)","Umum (Otorisasi)"
"General (Dividend)","Umum (Dividen)"
"General (Funds Transfer from PayPal Account to Another)","Umum (Transfer Dana dari Rekening PayPal ke Rekening Lain)"
"General (Purchase with a credit card)","Umum (beli dengan kartu kredit)"
"General Adjustment without businessrelated event","Penyesuaian Umum tanpa acara terkait bisnis"
"General Currency Conversion","Konversi Mata Uang Umum"
"General Funding of PayPal Account ","Pendanaan Umum Akun PayPal "
"General Redemption","Penebusan Umum"
"General Withdrawal from PayPal Account","Penarikan Umum dari Rekening PayPal"
"General. Product no longer supported","Umum. Produk tidak lagi didukung"
"General: Use of PayPal account for purchasing as well as receiving payments","Umum: Penggunaan akun PayPal untuk pembelian sekaligus penerimaan pembayaran"
"General: Withdrawal from PayPal Account","Umum: Penarikan dari Rekening PayPal"
"General: Withdrawal to Non-Bank Entity","Umum: Penarikan ke Badan Usaha Bukan Bank"
"General: adjustment of a type not belonging to the other T12xx categories","Umum: penyesuaian jenis yang tidak termasuk dalam kategori T12xx lainnya"
"General: bonus of a type not belonging to the other T08xx categories","Umum: bonus dari tipe yang tidak termasuk dalam kategori T08xx lainnya"
"General: event not yet categorized","Umum: acara belum dikategorikan"
"General: non-payment fee of a type not belonging to the other T01xx categories","Umum: biaya non-bayar dari jenis yang tidak termasuk dalam kategori T01xx lainnya"
"General: received payment of a type not belonging to the other T00xx categories","Umum: menerima pembayaran dari jenis yang tidak termasuk dalam kategori T00xx lainnya"
"General: reversal of a type not belonging to the other T11xx categories","Umum: pembalikan tipe yang tidak termasuk dalam kategori T11xx lainnya"
"General: temporary hold of a type not belonging to the other T15xx categories","Umum: penangguhan sementara dari jenis yang tidak termasuk dalam kategori T15xx lainnya"
"Gift Certificate Payment: purchase of Gift Certificate","Pembayaran Sertifikat Hadiah: pembelian Sertifikat Hadiah"
"Gift Certificate Redemption","Penukaran sertifikat hadiah"
"Hidden Virtual PayPal Debit Card Transaction","Transaksi Kartu Debit Virtual PayPal Tersembunyi"
"Hold for Dispute Investigation","Tahan Investigasi Sengketa"
Incentive,Insentif
"Merchant Referral Bonus","Bonus Referral Pedagang"
"Mobile Payment (made via a mobile phone)","Pembayaran Mobile (dilakukan via ponsel)"
"Open Authorization","Buka Otorisasi"
"PayPal Balance Manager function of PayPal account","Fungsi PayPal Balance Manager akun PayPal"
"PayPal Buyer Warranty Bonus","Bonus Garansi Pembeli PayPal"
"PayPal Debit Card Cash Advance","Kartu Debit PayPal Cash Advance"
"PayPal Debit Card Withdrawal from ATM","Penarikan Kartu Debit PayPal dari ATM"
"PayPal Protection Bonus","Bonus Perlindungan PayPal"
"Payment Refund initiated by merchant","Pengembalian Dana Pembayaran diprakarsai oleh pedagang"
"Points Incentive Redemption","Poin Penukaran Insentif"
"Postage Payment to either USPS or UPS","Pembayaran Pos ke USPS atau UPS"
"Preapproved Payment (BillUser API, either sent or received","Preapproved Payment (API BillUser, dikirim atau diterima"
"Reimbursement of Chargeback","Penggantian Tagihan Balik"
"Reversal of General Account Hold","Pembalikan Tuntutan Rekening Umum"
"Reversal of hold for Dispute Investigation","Pembalikan terus untuk Investigasi Sengketa"
"Subscription Payment, either payment sent or payment received","Pembayaran Langganan, baik pembayaran yang dikirim atau pembayaran diterima"
"User-initiated Currency Conversion","Konversi Mata Uang yang Dimulai Pengguna"
"Virtual PayPal Debit Card Transaction","Transaksi Kartu Debit PayPal Virtual"
"Virtual Terminal Payment","Pembayaran Terminal Virtual"
Void,Kosong
"WorldLink Withdrawal","Penarikan WorldLink"
"eBay Auction Payment","pembayaran Lelang eBay"
"The PayPal certificate file is empty.","File sertifikat PayPal kosong."
"Header (center)","Header (tengah)"
"Sidebar (right)","Sidebar (kanan)"
"Near PayPal Credit checkout button","Di dekat tombol checkout Credit PayPal"
"Every 3 days","Setiap 3 hari"
"Every 7 days","Setiap 7 hari"
"Every 10 days","Setiap 10 hari"
"Every 14 days","Setiap 14 hari"
"Every 30 days","Setiap 30 hari"
"Every 40 days","Setiap 40 hari"
"No Logo","Tidak ada logo"
"Yes (PayPal recommends this option)","Ya (PayPal merekomendasikan opsi ini)"
"Created billing agreement #%1.","Perjanjian penagihan dibuat #%1."
"We can't create a billing agreement for this order.","Kami tidak dapat membuat perjanjian penagihan untuk pesanan ini."
"Pending PayPal","Tertunda PayPal"
"PayPal Reversed","PayPal terbalik"
"PayPal Canceled Reversal","PayPal Dibatalkan Pembalikan"
"Billing Agreement","Perjanjian Penagihan"
"Updated At","Diperbarui pada"
"Not sure what PayPal payment method to use? Click ","Tidak yakin metode pembayaran PayPal apa yang digunakan? Klik "
here,sini
" to learn more."," untuk belajar lebih banyak."
"Important: ","Penting: "
"To use PayPal Payments Advanced, you must configure your PayPal Payments Advanced account on the PayPal website.","Untuk menggunakan Pembayaran Lanjutan PayPal, anda harus mengkonfigurasi akun Pembayaran Maju PayPal di situs web PayPal."
